,(0:0),(1:0),(2:0),(3:0),(4:0),(5:0),(0:1),(1:1),(2:1),(3:1),(4:1),(5:1),(0:2),(1:2),(2:2),(3:2),(4:2),(5:2),(0:3),(1:3),(2:3),(3:3),(4:3),(5:3),(0:4),(1:4),(2:4),(3:4),(4:4),(5:4),(0:5),(1:5),(2:5),(3:5),(4:5),(5:5)
 iteration 546,99.5903137,0,93.98294491,92.8928454,86.85503148,90.02925021,97.9873823,95.47382229,94.04822597,93.96711141,0,89.06030767,96.53930509,95.11821543,92.5552676,92.71667319,92.64779772,91.45220825,95.11821543,93.76939076,91.50957316,90.535496,91.36183196,91.53673236,93.88135022,0,0,0,89.11049478,90.20938996,92.51125781,91.30691895,90.11760634,88.94313254,88.14523538,88.93656854
 iteration 547,99.59441056,0,93.98689821,92.89675911,86.85885985,90.0330324,97.99143242,95.47782621,94.05218422,93.97102458,0,89.06408985,96.54330901,95.12217375,92.55918084,92.72054234,92.65162287,91.45599044,95.12217375,93.77330455,91.51344248,90.53932171,91.36561467,91.54047678,93.88526895,0,0,0,89.11423541,90.21309652,92.51513251,91.3107549,90.12140393,88.94689216,88.14893705,88.9402375
 iteration 548,99.59846645,0,93.99081198,92.90063367,86.86264994,90.03677676,97.99544204,95.48179009,94.05610289,93.97489862,0,89.06783422,96.54727288,95.12609248,92.56305495,92.72437281,92.65540978,91.4597348,95.12609248,93.7771792,91.51727311,90.54310915,91.36935955,91.54418376,93.88914849,0,0,0,89.11793863,90.21676602,92.51896846,91.31455249,90.12516355,88.95061418,88.15260171,88.94386977
 iteration 549,99.60248179,0,93.99468661,92.90446949,86.86640213,90.04048368,97.99941156,95.48571433,94.05998237,93.97873391,0,89.07154114,96.55119712,95.12997202,92.56689032,92.72816497,92.65915882,91.46344172,95.12997202,93.78101511,91.52106543,90.54685873,91.37306699,91.54785367,93.89298924,0,0,0,89.12160482,90.22039882,92.52276605,91.31831211,90.12888557,88.95429898,88.15622972,88.94746571
 iteration 550,99.60645697,0,93.99852249,92.90826695,86.8701168,90.04415353,98.00334138,95.48959932,94.06382306,93.98253085,0,89.07521099,96.55508212,95.13381277,92.57068733,92.7319192,92.66287037,91.46711157,95.13381277,93.78481265,91.52481983,90.55057081,91.37673735,91.55148688,93.89679158,0,0,0,89.12523434,90.22399529,92.52652567,91.32203413,90.13257037,88.95794693,88.15982145,88.9510257
 iteration 551,99.6103924,0,94.00232002,92.91202644,86.87379432,90.04778669,98.00723191,95.49344547,94.06762534,93.98628983,0,89.07884414,96.55892827,95.1376151,92.57444637,92.7356359,92.6665448,91.47074473,95.1376151,93.78857222,91.52853669,90.55424576,91.38037101,91.55508375,93.9005559,0,0,0,89.12882757,90.2275558,92.53024769,91.32571893,90.13621832,88.96155841,88.16337726,88.95455008
 iteration 552,99.61428848,0,94.00607957,92.91574833,86.87743507,90.05138351,98.01108354,95.49725316,94.0713896,93.99001121,0,89.08244096,96.56273595,95.14137942,92.57816782,92.73931543,92.67018248,91.47434155,95.14137942,93.7922942,91.53221637,90.55788397,91.38396833,91.55864466,93.90428257,0,0,0,89.13238487,90.2310807,92.53393249,91.32936688,90.1398298,88.96513376,88.16689752,88.95803923
 iteration 553,99.61814559,0,94.00980153,92.919433,86.88103941,90.05494436,98.01489664,95.50102277,94.07511622,93.99369538,0,89.08600182,96.56650556,95.14510609,92.58185206,92.74295816,92.67378379,91.4779024,95.14510609,93.79597895,91.53585926,90.5614858,91.38752968,91.56216996,93.90797197,0,0,0,89.1359066,90.23457035,92.53758044,91.33297835,90.14340515,88.96867337,88.17038257,88.96149348
 iteration 554,99.62196414,0,94.01348626,92.92308083,86.88460771,90.0584696,98.01867162,95.50475468,94.07880556,93.99734271,0,89.08952706,96.57023748,95.1487955,92.58549946,92.74656447,92.67734909,91.48142764,95.1487955,93.79962686,91.53946572,90.5650516,91.39105542,91.56566001,93.91162449,0,0,0,89.13939311,90.23802511,92.54119191,91.33655371,90.14694476,88.97217758,88.17383277,88.96491318
 iteration 555,99.6257445,0,94.01713415,92.92669218,86.88814032,90.0619596,98.02240884,95.50844927,94.08245802,94.00095356,0,89.09301705,96.57393207,95.15244801,92.58911038,92.75013471,92.68087874,91.48491764,95.15244801,93.80323829,91.54303612,90.56858175,91.39454589,91.56911515,93.91524047,0,0,0,89.14284475,90.24144532,92.54476727,91.34009331,90.15044897,88.97564674,88.17724847,88.96829869
 iteration 556,99.62948705,0,94.02074556,92.93026741,86.89163761,90.06541469,98.0261087,95.51210692,94.08607395,94.00452831,0,89.09647214,96.57758972,95.156064,92.59268519,92.75366925,92.68437308,91.48837273,95.156064,93.8068136,91.54657081,90.5720766,91.39800147,91.57253575,93.9188203,0,0,0,89.14626188,90.24483132,92.54830688,91.34359752,90.15391813,88.97908122,88.18063002,88.97165035
 iteration 557,99.63319218,0,94.02432085,92.93380689,86.89509992,90.06883523,98.02977155,95.51572799,94.08965372,94.00806731,0,89.09989269,96.58121079,95.15964383,92.59622425,92.75716844,92.68783249,91.49179327,95.15964383,93.81035316,91.55007016,90.5755365,91.40142248,91.57592213,93.92236433,0,0,0,89.14964483,90.24818347,92.55181108,91.34706669,90.15735261,88.98248135,88.18397775,88.97496849
 iteration 558,99.63686026,0,94.0278604,92.93731098,86.89852761,90.07222157,98.03339778,95.51931285,94.0931977,94.01157092,0,89.10327902,96.58479565,95.16318785,92.59972793,92.76063265,92.6912573,91.49517961,95.16318785,93.81385732,91.55353451,90.5789618,91.40480929,91.57927466,93.92587292,0,0,0,89.15299396,90.25150209,92.55528025,91.35050116,90.16075274,88.98584747,88.187292,88.97825345
 iteration 559,99.64049166,0,94.03136454,92.94078003,86.90192103,90.07557404,98.03698774,95.52286186,94.09670623,94.01503949,0,89.10663149,96.58834466,95.16669644,92.60319656,92.76406221,92.69464786,91.49853208,95.16669644,93.81732645,91.55696422,90.58235285,91.40816223,91.58259366,93.92934642,0,0,0,89.15630959,90.25478753,92.55871473,91.35390129,90.16411887,88.98917994,88.1905731,88.98150556
 iteration 560,99.64408674,0,94.03483365,92.94421438,86.90528051,90.07889299,98.04054181,95.52637538,94.10017968,94.01847338,0,89.10995044,96.59185818,95.17016995,92.60663051,92.76745747,92.69800452,91.50185103,95.17016995,93.82076088,91.56035963,90.58570998,91.41148164,91.58587947,93.93278519,0,0,0,89.15959207,90.25804012,92.56211486,91.35726742,90.16745133,88.99247908,88.1938214,88.98472514
 iteration 561,99.64764587,0,94.03826806,92.94761439,86.90860639,90.08217874,98.04406033,95.52985377,94.1036184,94.02187292,0,89.1132362,96.59533657,95.17360871,92.61003013,92.77081879,92.70132761,91.50513678,95.17360871,93.82416097,91.56372108,90.58903355,91.41476785,91.58913242,93.93618957,0,0,0,89.16284173,90.26126018,92.56548098,91.36059989,90.17075048,88.99574524,88.19703722,88.98791253
 iteration 562,99.65116941,0,94.04166813,92.95098041,86.91189902,90.08543164,98.04754367,95.53329737,94.10702272,94.02523848,0,89.1164891,96.59878017,95.17701309,92.61339574,92.77414648,92.70461747,91.50838968,95.17701309,93.82752705,91.56704893,90.59232388,91.41802121,91.59235284,93.9395599,0,0,0,89.16605888,90.26444804,92.56881345,91.36389903,90.17401663,88.99897873,88.20022087,88.99106805
 iteration 563,99.65465772,0,94.0450342,92.95431276,86.91515872,90.08865202,98.05099218,95.53670654,94.11039301,94.02857037,0,89.11970947,96.60218934,95.18038343,92.6167277,92.77744091,92.70787443,91.51161006,95.18038343,93.83085948,91.57034349,90.5955813,91.42124203,91.59554106,93.94289654,0,0,0,89.16924387,90.26760402,92.57211259,91.36716518,90.17725012,89.00217988,88.20337269,88.99419201
 iteration 564,99.65811114,0,94.04836661,92.95761179,86.91838582,90.09184018,98.0544062,95.54008162,94.11372959,94.03186895,0,89.12289764,96.60556441,95.18372006,92.62002634,92.78070239,92.71109882,91.51479822,95.18372006,93.83415858,91.57360511,90.59880616,91.42443064,91.59869739,93.9461998,0,0,0,89.17239701,90.27072843,92.57537874,91.37039867,90.18045127,89.00534902,88.20649299,88.99728474
 iteration 565,99.66153003,0,94.0516657,92.96087782,86.92158065,90.09499647,98.05778608,95.54342294,94.1170328,94.03513454,0,89.12605393,96.60890574,95.18702333,92.62329199,92.78393125,92.71429097,91.51795451,95.18702333,93.83742469,91.57683411,90.60199876,91.42758736,91.60182216,93.94947004,0,0,0,89.17551861,90.27382161,92.57861223,91.37359983,90.18362041,89.00848647,88.20958209,89.00034653
 iteration 566,99.66491473,0,94.05493179,92.9641112,86.92474354,90.09812119,98.06113216,95.54673085,94.12030299,94.03836748,0,89.12917865,96.61221365,95.19029356,92.62652499,92.78712782,92.71745119,91.52107923,95.19029356,93.84065814,91.58003082,90.60515944,91.43071252,91.60491569,93.95270757,0,0,0,89.178609,90.27688385,92.58181339,91.37676897,90.18675787,89.01159255,88.2126403,89.00337771
 iteration 567,99.66826558,0,94.05816522,92.96731225,86.92787479,90.10121467,98.06444478,95.55000568,94.12354047,94.04156809,0,89.13227213,96.61548848,95.19353109,92.62972565,92.79029243,92.72057981,91.52417271,95.19353109,93.84385926,91.58319557,90.60828851,91.43380643,91.60797828,93.95591273,0,0,0,89.18166848,90.27991548,92.58498253,91.37990642,90.18986394,89.01466757,88.21566792,89.00637857
 iteration 568,99.67158293,0,94.06136632,92.97048128,86.93097473,90.10427721,98.06772427,95.55324777,94.12674558,94.04473669,0,89.13533467,96.61873056,95.19673625,92.63289431,92.7934254,92.72367715,91.52723525,95.19673625,93.84702836,91.58632866,90.61138629,91.4368694,91.61101024,93.95908583,0,0,0,89.18469737,90.28291678,92.58811998,91.3830125,90.19293896,89.01771183,88.21866527,89.00934943
 iteration 569,99.6748671,0,94.06453541,92.97361862,86.93404368,90.10730913,98.07097097,95.55645743,94.12991863,94.0478736,0,89.13836658,96.62194023,95.19990936,92.63603128,92.79652703,92.72674351,91.53026717,95.19990936,93.85016577,91.58943043,90.61445309,91.43990173,91.61401188,93.9622272,0,0,0,89.18769597,90.28588807,92.59122606,91.38608751,90.19598323,89.02072566,88.22163265,89.01229058
 iteration 570,99.67811843,0,94.06767281,92.97672459,86.93708193,90.11031072,98.07418521,95.55963499,94.13305996,94.05097915,0,89.14136818,96.62511779,95.20305073,92.63913689,92.79959765,92.72977921,91.53326876,95.20305073,93.85327181,91.59250118,90.61748922,91.44290375,91.61698351,93.96533716,0,0,0,89.19066459,90.28882965,92.59430108,91.38913178,90.19899705,89.02370934,88.22457035,89.01520232
 iteration 571,99.68133724,0,94.07077883,92.9797995,86.9400898,90.11328231,98.0773673,95.56278079,94.13616987,94.05405364,0,89.14433976,96.62826358,95.20616069,92.64221143,92.80263756,92.73278456,91.53624034,95.20616069,93.85634679,91.59554122,90.620495,91.44587574,91.61992542,93.96841602,0,0,0,89.19360352,90.29174182,92.59734534,91.3921456,90.20198073,89.02666319,88.22747867,89.01808494
 iteration 572,99.68452387,0,94.07385379,92.98284366,86.94306759,90.11622417,98.08051757,95.56589512,94.13924868,94.05709738,0,89.14728163,96.63137791,95.20923955,92.64525524,92.80564707,92.73575985,91.53918221,95.20923955,93.85939102,91.59855086,90.62347071,91.44881802,91.62283791,93.9714641,0,0,0,89.19651306,90.29462486,92.60035917,91.39512929,90.20493458,89.0295875,88.23035791,89.02093873
 iteration 573,99.68767863,0,94.076898,92.98585738,86.94601561,90.11913662,98.08363633,95.56897831,94.14229671,94.06011069,0,89.15019407,96.6344611,95.21228762,92.6482686,92.80862648,92.73870538,91.54209466,95.21228762,93.8624048,91.60153041,90.62641667,91.45173087,91.62572128,93.97448169,0,0,0,89.1993935,90.29747907,92.60334285,91.39808314,90.20785889,89.03248257,88.23320836,89.02376398
 iteration 574,99.69080185,0,94.07991178,92.98884097,86.94893414,90.12201994,98.08672391,95.57203066,94.14531425,94.06309387,0,89.15307739,96.63751346,95.21530521,92.65125183,92.81157611,92.74162147,91.54497798,95.21530521,93.86538845,91.60448016,90.62933317,91.45461459,91.62857581,93.9774691,0,0,0,89.20224514,90.30030474,92.6062967,91.40100745,90.21075396,89.03534869,88.23603031,89.02656099
 iteration 575,99.69389383,0,94.08289541,92.99179471,86.95182349,90.12487443,98.08978061,95.5750525,94.14830162,94.06604721,0,89.15593188,96.64053529,95.21829263,92.65420523,92.81449623,92.74450839,91.54783247,95.21829263,93.86834227,91.60740041,90.6322205,91.45746948,91.6314018,93.98042664,0,0,0,89.20506826,90.30310215,92.60922101,91.40390252,90.21362008,89.03818614,88.23882403,89.02933002
 iteration 576,99.69695489,0,94.0858492,92.99471892,86.95468395,90.12770037,98.09280675,95.57804411,94.15125912,94.06897102,0,89.15875783,96.64352691,95.22125017,92.65712909,92.81738716,92.74736644,91.55065841,95.22125017,93.87126654,91.61029146,90.63507896,91.46029581,91.63419952,93.98335461,0,0,0,89.20786316,90.30587159,92.61211608,91.40676863,90.21645753,89.04099522,88.24158982,89.03207136
 iteration 577,99.69998534,0,94.08877346,92.99761389,86.9575158,90.13049806,98.09580262,95.58100581,94.15418704,94.07186559,0,89.16155551,96.64648861,95.22417813,92.66002371,92.82024917,92.75019591,91.5534561,95.22417813,93.87416157,91.61315359,90.63790884,91.46309389,91.63696928,93.98625329,0,0,0,89.2106301,90.30861333,92.61498219,91.40960609,90.21926661,89.04377621,88.24432795,89.03478529
 iteration 578,99.70298549,0,94.09166848,93.0004799,86.96031933,90.13326776,98.09876854,95.58393789,94.15708568,94.07473122,0,89.16432522,96.64942069,95.22707682,92.66288939,92.82308257,92.75299708,91.5562258,95.22707682,93.87702765,91.61598711,90.64071041,91.46586398,91.63971133,93.98912299,0,0,0,89.21336937,90.31132766,92.61781965,91.41241517,90.2220476,89.04652939,88.2470387,89.03747208
 iteration 579,99.70595563,0,94.09453455,93.00331726,86.96309483,90.13600977,98.1017048,95.58684066,94.15995533,94.07756819,0,89.16706723,96.65232345,95.22994652,92.66572642,92.82588763,92.75577025,91.55896781,95.22994652,93.87986507,91.61879229,90.64348397,91.46860637,91.64242596,93.99196399,0,0,0,89.21608125,90.31401484,92.62062873,91.41519616,90.22480078,89.04925504,88.24972234,89.040132
 iteration 580,99.70889607,0,94.09737195,93.00612624,86.96584257,90.13872436,98.10461169,95.58971439,94.16279629,94.08037679,0,89.16978182,96.65519719,95.23278752,92.66853507,92.82866464,92.75851568,91.5616824,95.23278752,93.88267412,91.62156942,90.6462298,91.47132134,91.64511345,93.99477659,0,0,0,89.21876602,90.31667515,92.62340972,91.41794934,90.22752643,89.05195343,88.25237914,89.04276533
 iteration 581,99.71180711,0,94.10018098,93.00890714,86.96856283,90.14141181,98.10748952,95.59255939,94.16560884,94.0831573,0,89.17246926,96.65804218,95.23560011,92.67131563,92.83141388,92.76123366,91.56436985,95.23560011,93.88545507,91.62431878,90.64894817,91.47400916,91.64777406,93.99756105,0,0,0,89.22142393,90.31930886,92.6261629,91.42067499,90.23022482,89.05462484,88.25500938,89.04537232
 iteration 582,99.71468904,0,94.10296192,93.01166022,86.97125589,90.14407238,98.11033856,95.59537593,94.16839326,94.08591001,0,89.17512983,96.66085873,95.23838458,92.67406839,92.83413563,92.76392446,91.56703042,95.23838458,93.88820822,91.62704065,90.65163935,91.4766701,91.65040806,94.00031767,0,0,0,89.22405526,90.32191623,92.62888855,91.42337338,90.23289623,89.05726953,88.25761331,89.04795323
 iteration 583,99.71754215,0,94.10571506,93.01438578,86.97392203,90.14670634,98.11315912,95.59816431,94.17114984,94.08863519,0,89.1777638,96.66364711,95.2411412,92.67679362,92.83683016,92.76658835,91.56966438,95.2411412,93.89093383,91.6297353,90.65430362,91.47930443,91.65301573,94.00304673,0,0,0,89.22666029,90.32449753,92.63158694,91.42604478,90.23554092,89.05988778,88.26019121,89.05050834
 iteration 584,99.72036673,0,94.10844066,93.01708408,86.9765615,90.14931397,98.11595147,95.60092481,94.17387885,94.09133312,0,89.18037142,96.66640761,95.24387025,92.6794916,92.83949775,92.7692256,91.57227201,95.24387025,93.89363219,91.632403,90.65694125,91.48191242,91.65559732,94.00574849,0,0,0,89.22923926,90.32705302,92.63425835,91.42868948,90.23815917,89.06247984,88.26274332,89.0530379
 iteration 585,99.72316306,0,94.111139,93.01975539,86.97917457,90.15189552,98.1187159,95.6036577,94.17658058,94.09400407,0,89.18295297,96.6691405,95.24657202,92.6821626,92.84213866,92.77183648,91.57485356,95.24657202,93.89630356,91.63504402,90.6595525,91.48449432,91.65815309,94.00842324,0,0,0,89.23179244,90.32958295,92.63690304,91.43130772,90.24075123,89.06504599,88.26526992,89.05554217
 iteration 586,99.72593143,0,94.11381036,93.02239999,86.98176152,90.15445125,98.12145268,95.60636327,94.17925528,94.09664831,0,89.1855087,96.67184606,95.24924676,92.68480689,92.84475316,92.77442125,91.57740929,95.24924676,93.89894823,91.63765863,90.66213764,91.48705041,91.6606833,94.01107124,0,0,0,89.23432009,90.33208758,92.63952129,91.43389979,90.24331738,89.06758647,88.26777125,89.05802139
 iteration 587,99.72867212,0,94.11645501,93.02501815,86.98432259,90.15698142,98.1241621,95.60904177,94.18190324,94.09926611,0,89.18803888,96.67452457,95.25189476,92.68742474,92.84734151,92.77698017,91.57993946,95.25189476,93.90156644,91.6402471,90.66469693,91.48958094,91.66318822,94.01369276,0,0,0,89.23682246,90.33456716,92.64211335,91.43646593,90.24585786,89.07010154,88.27024756,89.06047582
 iteration 588,99.7313854,0,94.11907321,93.02761012,86.98685806,90.1594863,98.12684442,95.6116935,94.18452472,94.10185773,0,89.19054375,96.67717629,95.25451628,92.69001641,92.84990399,92.77951351,91.58244434,95.25451628,93.90415847,91.64280968,90.66723063,91.49208616,91.66566808,94.01628806,0,0,0,89.23929981,90.33702195,92.64467949,91.43900641,90.24837294,89.07259147,88.27269911,89.0629057
 iteration 589,99.73407154,0,94.12166523,93.03017618,86.98936816,90.16196612,98.12949992,95.6143187,94.18711998,94.10442344,0,89.19302358,96.6798015,95.25711159,92.69258216,92.85244083,92.78202151,91.58492416,95.25711159,93.90672458,91.64534664,90.66973899,91.49456633,91.66812314,94.01885741,0,0,0,89.24175239,90.33945219,92.64721998,91.44152149,90.25086286,89.0750565,88.27512615,89.06531129
 iteration 590,99.73673083,0,94.12423133,93.03271657,86.99185317,90.16442115,98.13212886,95.61691766,94.1896893,94.10696348,0,89.19547861,96.68240045,95.25968094,92.69512225,92.85495231,92.78450443,91.58737919,95.25968094,93.90926503,91.64785822,90.67222226,91.4970217,91.67055366,94.02140107,0,0,0,89.24418044,90.34185813,92.64973505,91.44401142,90.25332789,89.07749688,88.27752892,89.06769282
 iteration 591,99.73936352,0,94.12677176,93.03523156,86.99431333,90.16685163,98.13473151,95.61949062,94.19223291,94.10947813,0,89.19790908,96.68497342,95.2622246,92.69763695,92.85743868,92.78696252,91.58980967,95.2622246,93.91178008,91.65034469,90.6746807,91.49945252,91.67295987,94.02391929,0,0,0,89.24658421,90.34424001,92.65222498,91.44647645,90.25576827,89.07991285,88.27990766,89.07005053
 iteration 592,99.74196988,0,94.1292868,93.0377214,86.99674889,90.1692578,98.13730814,95.62203785,94.1947511,94.11196763,0,89.20031525,96.68752065,95.26474282,92.70012649,92.85990018,92.78939603,91.59221584,95.26474282,93.91426998,91.6528063,90.67711456,91.50185902,91.67534201,94.02641233,0,0,0,89.24896394,90.34659807,92.65469001,91.44891682,90.25818424,89.08230466,88.28226261,89.07238467
 iteration 593,99.74455019,0,94.13177668,93.04018634,86.99916009,90.17163991,98.139859,95.62455961,94.1972441,94.11443224,0,89.20269736,96.69004241,95.26723586,92.70259115,92.86233706,92.7918052,91.59459795,95.26723586,93.91673497,91.65524329,90.67952408,91.50424146,91.67770034,94.02888044,0,0,0,89.25131988,90.34893255,92.65713038,91.4513328,90.26057605,89.08467256,88.28459401,89.07469547
 iteration 594,99.74710468,0,94.13424166,93.04262664,87.00154718,90.1739982,98.14238435,95.62705616,94.19971217,94.1168722,0,89.20505565,96.69253896,95.26970397,92.70503115,92.86474958,92.79419029,91.59695624,95.26970397,93.91917532,91.65765591,90.68190951,91.50660008,91.68003508,94.03132387,0,0,0,89.25365225,90.35124368,92.65954636,91.45372461,90.26294395,89.08701677,88.2869021,89.07698315
 iteration 595,99.74963364,0,94.136682,93.04504253,87.0039104,90.1763329,98.14488445,95.62952774,94.20215556,94.11928776,0,89.20739036,96.69501053,95.27214739,92.70744675,92.86713797,92.79655152,91.59929094,95.27214739,93.92159126,91.66004441,90.68427108,91.50893511,91.68234648,94.03374286,0,0,0,89.25596131,90.3535317,92.66193817,91.4560925,90.26528817,89.08933755,88.2891871,89.07924796
 iteration 596,99.7521373,0,94.13909793,93.04743426,87.00624998,90.17864426,98.14735955,95.6319746,94.20457451,94.12167916,0,89.20970172,96.6974574,95.27456639,92.7098382,92.86950248,92.79888914,91.6016023,95.27456639,93.92398305,91.66240901,90.68660903,91.51124679,91.68463476,94.03613766,0,0,0,89.25824727,90.35579685,92.66430607,91.45843672,90.26760894,89.09163511,88.29144926,89.08149013
 iteration 597,99.75461593,0,94.1414897,93.04980207,87.00856617,90.18093251,98.1498099,95.634397,94.20696928,94.12404665,0,89.21198996,96.69987979,95.27696119,92.71220574,92.87184334,92.80120338,91.60389055,95.27696119,93.92635091,91.66474998,90.68892361,91.51353536,91.68690016,94.03850852,0,0,0,89.26051037,90.35803934,92.66665028,91.46075749,90.26990651,89.09390971,88.2936888,89.08370987
 iteration 598,99.75706977,0,94.14385755,93.05214621,87.0108592,90.18319787,98.15223574,95.63679517,94.2093401,94.12639047,0,89.21425533,96.70227796,95.27933204,92.71454959,92.87416079,92.80349448,91.60615591,95.27933204,93.9286951,91.66706753,90.69121503,91.51580104,91.6891429,94.04085567,0,0,0,89.26275084,90.3602594,92.66897106,91.46305506,90.2721811,89.09616155,88.29590594,89.08590741
 iteration 599,99.75949907,0,94.14620173,93.0544669,87.0131293,90.18544058,98.15463732,95.63916935,94.21168721,94.12871084,0,89.21649804,96.70465215,95.28167919,92.71687001,92.87645507,92.80576267,91.60839862,95.28167919,93.93101584,91.66936191,90.69348355,91.51804406,91.69136322,94.04317934,0,0,0,89.26496891,90.36245727,92.67126862,91.46532965,90.27443294,89.09839088,88.29810091,89.08808298
 iteration 600,99.76190408,0,94.14852246,93.05676439,87.0153767,90.18766086,98.15701489,95.6415198,94.21401085,94.13100802,0,89.21871832,96.7070026,95.28400287,92.71916723,92.87872641,92.80800818,91.6106189,95.28400287,93.93331338,91.67163334,90.69572938,91.52026465,91.69356133,94.04547978,0,0,0,89.26716479,90.36463316,92.67354321,91.4675815,90.27666227,89.10059791,88.30027392,89.09023679
 iteration 601,99.76428504,0,94.15081999,93.0590389,87.01760162,90.18985894,98.15936869,95.64384674,94.21631125,94.13328222,0,89.2209164,96.70932954,95.2863033,92.72144147,92.88097503,92.81023124,91.61281698,95.2863033,93.93558795,91.67388206,90.69795275,91.52246303,91.69573746,94.04775721,0,0,0,89.26933872,90.36678729,92.67579506,91.46981082,90.2788693,89.10278287,88.30242521,89.09236907
 iteration 602,99.76664219,0,94.15309454,93.06129067,87.0198043,90.19203504,98.16169894,95.64615042,94.21858865,94.13553368,0,89.2230925,96.71163321,95.28858074,92.72369297,92.88320117,92.81243206,91.61499308,95.28858074,93.93783976,91.67610829,90.70015389,91.52463943,91.69789183,94.05001187,0,0,0,89.27149091,90.36891987,92.67802439,91.47201786,90.28105426,89.10494599,88.30455499,89.09448002
 iteration 603,99.76897577,0,94.15534635,93.06351992,87.02198494,90.19418938,98.16400589,95.64843105,94.22084327,94.13776262,0,89.22524683,96.71391385,95.2908354,92.72592196,92.88540505,92.81461087,91.61714742,95.2908354,93.94006906,91.67831227,90.70233301,91.52679407,91.70002466,94.05224399,0,0,0,89.27362157,90.37103113,92.68023142,91.47420282,90.28321738,89.10708747,88.30666347,89.09656986
 iteration 604,99.77128601,0,94.15757563,93.06572687,87.02414378,90.19632217,98.16628978,95.65068888,94.22307535,94.13996928,0,89.22737963,96.71617168,95.29306751,92.72812866,92.88758688,92.8167679,91.61928021,95.29306751,93.94227607,91.6804942,90.70449035,91.52892716,91.70213616,94.05445378,0,0,0,89.27573093,90.37312128,92.68241638,91.47636593,90.28535886,89.10920754,88.30875086,89.09863881
 iteration 605,99.77357315,0,94.15978263,93.06791176,87.02628104,90.19843364,98.16855082,95.65292413,94.22528511,94.14215387,0,89.2294911,96.71840693,95.2952773,92.73031329,92.8897469,92.81890336,91.62139168,95.2952773,93.944461,91.68265431,90.70662611,91.53103892,91.70422654,94.05664147,0,0,0,89.2778192,90.37519053,92.6845795,91.47850741,90.28747893,89.1113064,88.31081738,89.10068706
 iteration 606,99.77583742,0,94.16196755,93.0700748,87.02839692,90.20052399,98.17078926,95.65513703,94.22747277,94.14431661,0,89.23158145,96.72061983,95.297465,92.73247607,92.89188532,92.82101746,91.62348203,95.297465,93.94662409,91.68479282,90.70874051,91.53312957,91.70629602,94.05880729,0,0,0,89.27988658,90.37723908,92.68672098,91.48062748,90.28957779,89.11338428,88.31286323,89.10271483
 iteration 607,99.77807904,0,94.16413063,93.07221621,87.03049164,90.20259344,98.17300531,95.6573278,94.22963855,94.14645773,0,89.2336509,96.7228106,95.29963081,92.73461722,92.89400235,92.82311042,91.62555148,95.29963081,93.94876554,91.68690994,90.71083377,91.5351993,91.70834481,94.06095145,0,0,0,89.28193329,90.37926715,92.68884104,91.48272635,90.29165567,89.11544138,88.31488863,89.10472233
 iteration 608,99.78029825,0,94.16627207,93.0743362,87.03256541,90.20464219,98.17519919,95.65949666,94.23178268,94.14857743,0,89.23569965,96.72497946,95.30177497,92.73673697,92.89609822,92.82518245,91.62760023,95.30177497,93.95088559,91.6890059,90.7129061,91.53724834,91.71037311,94.06307417,0,0,0,89.28395953,90.38127494,92.69093991,91.48480423,90.29371277,89.11747791,88.31689377,89.10670975
 iteration 609,99.78249527,0,94.1683921,93.07643499,87.03461845,90.20667046,98.17737114,95.66164384,94.23390537,94.15067594,0,89.23772791,96.72712664,95.30389769,92.73883551,92.89817312,92.82723376,91.6296285,95.30389769,93.95298443,91.69108089,90.71495771,91.53927689,91.71238112,94.06517566,0,0,0,89.28596551,90.38326265,92.69301779,91.48686133,90.2957493,89.11949407,88.31887886,89.10867729
 iteration 610,99.78467032,0,94.17049093,93.0785128,87.03665095,90.20867844,98.17952138,95.66376954,94.23600682,94.15275346,0,89.2397359,96.72925234,95.30599918,92.74091308,92.90022728,92.82926456,91.63163648,95.30599918,93.95506228,91.69313513,90.71698879,91.54128515,91.71436906,94.06725613,0,0,0,89.28795143,90.38523049,92.69507489,91.48889785,90.29776546,89.12149007,88.3208441,89.11062516
 iteration 611,99.78682361,0,94.17256877,93.08056983,87.03866313,90.21066635,98.1816501,95.66587399,94.23808727,94.15481021,0,89.2417238,96.73135678,95.30807966,92.74296986,92.90226089,92.83127505,91.63362439,95.30807966,93.95711935,91.69516884,90.71899957,91.54327333,91.71633711,94.0693158,0,0,0,89.28991749,90.38717864,92.69711142,91.49091402,90.29976146,89.12346611,88.32278969,89.11255355
 iteration 612,99.78895538,0,94.17462584,93.08260629,87.04065519,90.21263437,98.18375754,95.66795739,94.24014691,94.15684639,0,89.24369183,96.73344018,95.31013933,92.74500608,92.90427417,92.83326543,91.63559241,95.31013933,93.95915585,91.6971822,90.72099024,91.54524163,91.71828548,94.07135488,0,0,0,89.29186389,90.38910731,92.69912758,91.49291002,90.3017375,89.12542239,88.32471582,89.11446266
 iteration 613,99.79106582,0,94.17666233,93.08462238,87.04262733,90.21458272,98.18584391,95.67001995,94.24218595,94.15886221,0,89.24564017,96.73550275,95.3121784,92.74702193,92.90626732,92.83523591,91.63754076,95.3121784,93.96117199,91.69917543,90.722961,91.54719025,91.72021438,94.07337356,0,0,0,89.29379082,90.3910167,92.70112358,91.49488606,90.30369378,89.12735911,88.32662269,89.11635268
